Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Damia Desgagnes,asphalt tanker,Istanbul,Besiktas Likid Tasimacilik Denizcilik Ticaret A.S.,12409943,Live,Canada,3761,1'+ dwt,14719,Double Hull,CFAV,11978,60,135.00,132.60,23.50,23.00,7.90,3.40,Sulzer Turbomachinery Services,Quebec,-,Royal Bank of Canada,Canada,Royal Bank of Canada,Canada,Royal Bank of Canada,Canada,Transport Desgagnes Incorporated,Canada,-,-,9766437,316031773,11.30,2017,-,-,-,-,Diesel United Limited,5450,7405,5RT-flex 50 DF,-,BV (provisional), (provisional), (provisional),2022-04-01T00:00:00,2025-03-09T00:00:00,2022-04-01T00:00:00,2022-04-01T00:00:00,2027-03-30T00:00:00,2027-03-30T00:00:00,Transport Desgagnes Incorporated,Canada,Transport Desgagnes Incorporated,Canada,MONTREAL,-,A,17 Aug 2026 14:12:53 GMT,11 Aug 2026 07:00:00 GMT,Royal Bank of Canada,Canada,"45° 32' 3"" N","73° 32' 26"" W"
Seitoku Maru,asphalt tanker,Japan,Nakatani Shipbuilding Company Limited,12419748,Live,Japan,-,1'+ dwt,1403,Double Hull,JD3818,749,633,71.06,67.00,11.20,11.20,4.29,0.31,Wartsila Norway AS,Matsuyama,-,Nippon Gas Line Company Limited,Japan,Nippon Gas Line Company Limited,Japan,Nippon Tokushusen K.K.,Japan,-,-,-,-,9739599,431006388,4.60,2015,-,-,-,-,Akasaka Diesels Limited,1471,1373,AX33BR,-,Nippon Kaiji Kyokai,-,-,2020-05-22T00:00:00,-,2020-05-22T00:00:00,-,2030-05-31T00:00:00,2030-05-31T00:00:00,-,-,Nippon Gas Line Company Limited,Japan,JP SGM ENEOS 6H,"Sendai, Miyagi",A,17 Aug 2026 14:15:31 GMT,18 Aug 2026 15:00:00 GMT,Nippon Gas Line Company Limited,Japan,"35° 28' 16"" N","140° 43' 38"" E"
Mia Desgagnes,asphalt tanker,Istanbul,Besiktas Likid Tasimacilik Denizcilik Ticaret A.S.,12452390,Live,Canada,4332,1'+ dwt,14986,Double Hull,CFAU,12061,61,135.00,132.60,23.50,23.50,7.90,3.40,Sulzer Turbomachinery Services,Quebec,-,Groupe Desgagnes Incorporated,Canada,Transport Desgagnes Incorporated,Canada,Transport Desgagnes Incorporated,Canada,-,-,-,-,9772278,316031772,11.30,2017,-,-,-,-,Diesel United Limited,5450,7405,5RT-flex 50 DF,-,BV (provisional), (provisional), (provisional),2022-12-17T00:00:00,2025-10-07T00:00:00,2022-12-01T00:00:00,2022-12-17T00:00:00,2027-11-08T00:00:00,2027-11-08T00:00:00,Transport Desgagnes Incorporated,Canada,Transport Desgagnes Incorporated,Canada,AUPALUK,-,A,17 Aug 2026 12:58:51 GMT,16 Aug 2026 00:00:00 GMT,Transport Desgagnes Incorporated,Canada,"59° 18' 48"" N","69° 37' 24"" W"
Iver Ambassador,asphalt tanker,Nanjing,Zijinshan Shipyard,12479497,Live,Marshall Islands,2102,1'+ dwt,7673,Double Hull,V7RR7,7009,ZJS-T026,109.90,104.95,20.00,20.00,7.00,4.11,B&W Diesel A/S,Majuro,-,Trans-World International Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China",Trans-World International Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China",Trans-World International Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China",-,-,-,-,9768514,538006821,11.10,2015,-,-,-,-,-,3570,4512,6S35MC-C9,Steamship Mutual Underwriting Association (Bermuda) Ltd,RI (provisional), (provisional), (provisional),-,-,2017-03-15T00:00:00,-,2030-05-17T00:00:00,2030-05-17T00:00:00,-,-,Trans-World International Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China",FOR ORDERS,-,A,17 Aug 2026 14:14:59 GMT,16 Aug 2026 16:00:00 GMT,Trans-World International Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China","51° 30' 55"" N","0° 8' 29"" E"
Da Hua Shan,asphalt tanker,Guangzhou,Guangzhou Wenchong Shipyard Company Limited,12508656,Live,"Hong Kong, S.A.R., China",3224,1'+ dwt,12972,Double Hull,VRQD4,10748,GWS497,139.00,132.00,22.80,22.80,7.90,3.90,Fuji Diesel Company Limited,Hong Kong,-,-,-,-,-,-,-,-,-,-,-,9779757,477858500,11.80,2017,-,-,-,-,CSSC Marine Power Company Limited,4200,5707,6S40ME-B,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),BV (provisional), (provisional), (provisional),2022-03-07T00:00:00,2025-01-27T00:00:00,2025-11-01T00:00:00,2022-03-07T00:00:00,2027-02-12T00:00:00,2027-02-12T00:00:00,-,-,-,-,FOR ORDERS,-,A,17 Aug 2026 14:09:20 GMT,21 Aug 2026 13:00:00 GMT,Tianjin Southwest,-,"25° 13' 32"" N","87° 23' 21"" W"
Da Ming Shan,asphalt tanker,Guangzhou,Guangzhou Wenchong Shipyard Company Limited,12508769,Live,"Hong Kong, S.A.R., China",3224,1'+ dwt,12980,Double Hull,VRPU5,10748,GWS496,139.00,132.00,22.80,22.80,7.90,3.90,Fuji Diesel Company Limited,Hong Kong,-,-,-,-,-,-,-,-,-,-,-,9779745,477669700,11.80,2016,-,-,-,-,CSSC Marine Power Company Limited,4200,5707,6S40ME-B,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),BV (provisional), (provisional), (provisional),2021-11-21T00:00:00,2024-09-25T00:00:00,2026-07-01T00:00:00,2021-11-21T00:00:00,-,-,-,-,-,-,FOR ORDER,-,A,17 Aug 2026 14:11:19 GMT,27 Aug 2026 16:00:00 GMT,Tianjin Southwest,-,"30° 27' 44"" N","21° 17' 25"" W"
Guo Hong 11,asphalt tanker,China,Taizhou Hongda Ship Industry Company Limited,12517864,Live,China,1493,1'+ dwt,4628,Double Hull,BKDP,2995,2011-02,96.17,89.80,-,15.20,6.00,0.90,Unknown Engine Designer,-,-,Zhoushan Hongfu Commercial Holdings Company Limited,People's Republic of China,Zhoushan Hongfu Logistics Company Limited,People's Republic of China,Zhoushan Hongfu Energy and Chemical Shipping Company Limited,People's Republic of China,-,-,-,-,8678748,413447620,6.90,2012,-,-,-,-,-,2424,3251,6N330-EN,-,-,-,-,-,-,-,-,-,-,-,-,Zhoushan Hongfu Logistics Company Limited,People's Republic of China,GUANG ZHOU,Guangzhou,A,17 Aug 2026 14:06:58 GMT,19 Aug 2026 08:00:00 GMT,Zhoushan Hongfu Logistics Company Limited,People's Republic of China,"23° 20' 51"" N","117° 19' 29"" E"
Gao Yu 2,asphalt tanker,China,Taizhou Hongda Ship Industry Company Limited,12517902,Live,China,1493,1'+ dwt,4998,Double Hull,BOBG6,2995,2011-03,96.17,89.80,-,15.20,6.00,0.90,Unknown Engine Designer,-,-,Zhejiang Gaoyu Shipping Limited,People's Republic of China,Zhejiang Gaoyu Shipping Limited,People's Republic of China,Zhejiang Gaoyu Shipping Limited,People's Republic of China,-,-,-,-,8681458,413450740,6.90,2013,-,-,-,-,-,2424,3251,6N330-EN,-,-,-,-,-,-,-,-,-,-,Ningbo FTZ Cosnavi International Shipping Management Company Limited,People's Republic of China,Ningbo FTZ Cosnavi International Shipping Management Company Limited,People's Republic of China,-,-,A,17 Aug 2026 12:33:01 GMT,-,Zhejiang Gaoyu Shipping Limited,People's Republic of China,"23° 0' 18"" N","112° 49' 54"" E"
M.T. Partex - 2,edible oil tanker,Dhaka,-,12541534,Live,Bangladesh,521,1'+ dwt,1682,Double Hull,-,1055,LUCKY-8,65.60,63.00,11.52,11.50,3.55,1.25,Unknown Engine Designer,Chittagong,-,Unknown Owners,-,Unknown Owners,-,BK International,Bangladesh,-,-,-,-,9741944,-,4.80,2015,-,-,-,-,-,1267,1699,K38M,-,-,-,-,-,-,2015-05-20T00:00:00,-,-,-,BK International,Bangladesh,BK International,Bangladesh,-,-,-,-,-,Unknown Owners,-,-,-
Partex - 1,edible oil tanker,Bangladesh,-,12541535,Live,Bangladesh,521,1'+ dwt,1682,Double Hull,-,1055,LUCKY 07,65.60,63.00,11.52,11.50,3.55,1.26,Unknown Engine Designer,Chittagong,-,Lalmai Traders,Bangladesh,Lalmai Traders,Bangladesh,Lalmai Traders,Bangladesh,-,-,-,-,9741932,-,4.80,2015,-,-,-,-,-,1267,1699,K38M,-,Indian Register,-,-,-,-,2015-06-21T00:00:00,-,2030-06-21T00:00:00,2030-06-21T00:00:00,Lalmai Traders,Bangladesh,Lalmai Traders,Bangladesh,-,-,-,-,-,Lalmai Traders,Bangladesh,-,-
Bit Hero,asphalt tanker,Tuzla,RMK Marine Shipyard,12548901,Live,Netherlands,2219,1'+ dwt,9921,Double Hull,PBTE,7447,106,119.90,116.20,19.40,19.40,8.30,2.50,Wartsila Corporation,Dordrecht,-,Tarbit Shipping AB,Sweden,Tarbit Shipping AB,Sweden,Theodora Tankers Services B.V.,Netherlands,-,-,-,-,9786645,244150081,10.80,2018,-,-,-,-,Wartsila Finland oy,3480,4728,6L32,Assuranceforeningen Skuld,Bureau Veritas,-,-,2023-02-28T00:00:00,2026-02-07T00:00:00,2023-02-01T00:00:00,2023-02-28T00:00:00,2028-03-18T00:00:00,2028-03-18T00:00:00,Tarbit Tankers Services B.V.,Netherlands,Tarbit Tankers Services B.V.,Netherlands,SG SIN>KR KAN,Gwangyang,A,17 Aug 2026 14:07:22 GMT,19 Aug 2026 12:00:00 GMT,Tarbit Shipping AB,Sweden,"27° 31' 27"" N","124° 54' 27"" E"
Bit Eco,asphalt tanker,Tuzla,RMK Marine Shipyard,12548902,Live,Netherlands,2219,1'+ dwt,9921,Double Hull,PCUE,7447,105,119.90,116.20,19.40,19.40,8.30,2.50,Wartsila Corporation,Dordrecht,-,-,-,-,-,-,-,-,-,-,-,9786633,244110414,10.80,2017,-,-,-,-,Wartsila Finland oy,3480,4728,6L32,-,Bureau Veritas,-,-,2022-09-19T00:00:00,2024-07-19T00:00:00,2022-09-01T00:00:00,2022-09-19T00:00:00,2027-10-03T00:00:00,2027-10-03T00:00:00,-,-,-,-,SGSIN > ZARCB,Richards Bay,A,17 Aug 2026 13:47:27 GMT,25 Aug 2026 08:00:00 GMT,Tarbit,-,"18° 35' 25"" S","41° 6' 14"" E"
Sidra Al Ghariya,asphalt tanker,China,Zhejiang Zhenxing Shiprepair & Building Company Limited,12562219,Live,Qatar,1070,1'+ dwt,3454,Double Hull,A7SG,2512,ZX106,90.63,82.60,14.20,14.20,6.20,0.00,Daihatsu Infinearth Manufactoring Company Limited,-,-,Qatar Fuel Company QSC (WOQOD),State of Qatar,WOQOD Marine Services Company,State of Qatar,Sidra Al Ghariya Shipping Company,Liberia,-,-,-,-,9787443,466006000,6.20,2016,-,-,-,-,Daihatsu Infinearth Manufactoring Company Limited,1912,2915,6DKM-28E,Assuranceforeningen Skuld,Lloyds Register,-,-,2025-03-25T00:00:00,-,2016-08-25T00:00:00,-,2026-08-24T00:00:00,2026-08-24T00:00:00,WOQOD Marine Services Company,State of Qatar,WOQOD Marine Services Company,State of Qatar,-,-,A,17 Aug 2026 14:15:08 GMT,-,WOQOD Marine Services Company,State of Qatar,"24° 52' 45"" N","51° 36' 28"" E"
TCK Kai,asphalt tanker,South Korea,-,12566108,Live,Malaysia,1678,1'+ dwt,3200,Single,9M3643,2998,-,99.00,-,16.00,16.00,4.50,1.70,Unknown Engine Designer,Port Klang,-,T&C Marine Sendirian Berhad,Malaysia,T&C Marine Sendirian Berhad,Malaysia,T&C Marine Sendirian Berhad,Malaysia,-,-,-,-,8682397,533133131,6.20,2013,-,-,-,-,-,2427,3254,7L35MC,-,-,-,-,-,-,-,-,-,-,-,-,T&C Marine Sendirian Berhad,Malaysia,PORTKELANG,-,A,17 Aug 2026 14:11:24 GMT,16 Aug 2026 11:00:00 GMT,T&C Marine Sendirian Berhad,Malaysia,"3° 4' 12"" N","101° 20' 30"" E"
General Ismet Gayibov,water tanker,Kerch,JSC Zaliv Shipyard,125724,Live,Azerbaijan,600,1'+ dwt,1660,Single,4JAP,1611,446,83.55,74.80,12.03,12.03,4.65,0.65,"Skodaexport, a.s.",Baku,-,Azerbaijan Caspian Shipping Closed Joint Stock Company (ASCO),Republic of Azerbaijan,Azerbaijan Caspian Shipping Closed Joint Stock Company (ASCO),Republic of Azerbaijan,Azerbaijan Caspian Shipping Closed Joint Stock Company (ASCO),Republic of Azerbaijan,-,-,-,-,7218620,423178100,5.30,1972,-,-,-,-,CKD Praha DIZ a.s.,1491,2000,8DR43/61-V1,-,-,-,-,-,-,2020-09-25T00:00:00,-,-,-,-,-,Azerbaijan Caspian Shipping Closed Joint Stock Company (ASCO),Republic of Azerbaijan,-,-,-,-,-,Azerbaijan Caspian Shipping Closed Joint Stock Company (ASCO),Republic of Azerbaijan,-,-
Asphalt Synergy,asphalt tanker,Jiangdu,China Merchants Jinling Shipyard (Yangzhou) Dingheng Company Limited,12574839,Live,Marshall Islands,7835,1'+ dwt,36771,Double Hull,V7ZV9,26118,AD0038,179.90,176.90,30.60,30.60,10.40,6.40,Sulzer Turbomachinery Services,Majuro,-,-,-,-,-,-,-,-,-,-,-,9794159,538007666,16.80,2018,-,-,-,-,-,8725,12505,5RT-Flex50-D,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2025-01-30T00:00:00,-,2022-11-28T00:00:00,-,2028-01-07T00:00:00,2028-01-07T00:00:00,-,-,-,-,USMSY (SW PASS),Albany,A,17 Aug 2026 13:20:48 GMT,24 Aug 2026 15:00:00 GMT,Sargeant,-,"36° 10' 16"" N","70° 51' 48"" W"
Lilstella,asphalt tanker,Mawei,Fujian Mawei Shipbuilding Limited,12587645,Live,"Hong Kong, S.A.R., China",2187,1'+ dwt,7944,Double Hull,VRUQ8,7293,MW5071,109.90,104.00,20.00,20.00,7.30,3.80,Mitsubishi Heavy Industries Limited,Hong Kong,-,Xin Yuan Enterprises Group Limited,People's Republic of China,Bilxin Shipping Group Private Limited,Republic of Singapore,Z&L Blue Whale Shipping Limited,"Hong Kong, S.A.R., China",-,-,-,-,9794771,477809900,11.10,2017,-,-,-,-,Akasaka Diesels Limited,3200,4348,6UEC33LSE-C2,China Shipowners Mutual Assurance Association,Bureau Veritas,-,-,2022-03-18T00:00:00,2024-11-30T00:00:00,2025-11-01T00:00:00,2022-03-18T00:00:00,2027-01-02T00:00:00,2027-01-02T00:00:00,-,-,Bilxin Shipping Group Private Limited,Republic of Singapore,ROGAL-GRAGT,Agio Theodoroi,A,17 Aug 2026 14:09:50 GMT,19 Aug 2026 08:00:00 GMT,Bilxin Shipping Group Private Limited,Republic of Singapore,"40° 43' 7"" N","27° 29' 32"" E"
Orcstella,asphalt tanker,Mawei,Fujian Mawei Shipbuilding Limited,12587646,Live,"Hong Kong, S.A.R., China",2187,1'+ dwt,7991,Double Hull,VRUR9,7293,MW5072,109.90,104.00,20.00,20.00,7.30,3.80,Mitsubishi Heavy Industries Limited,Hong Kong,-,-,-,-,-,-,-,-,-,-,-,9794783,477811900,11.10,2017,-,-,-,-,Akasaka Diesels Limited,3200,4348,6UEC33LSE-C2,China Shipowners Mutual Assurance Association,Bureau Veritas,-,-,2025-05-12T00:00:00,2025-05-12T00:00:00,2023-12-01T00:00:00,2022-06-02T00:00:00,2027-03-07T00:00:00,2027-03-07T00:00:00,-,-,-,-,ID BAH,Bahudopi,A,17 Aug 2026 13:12:55 GMT,19 Aug 2026 12:00:00 GMT,Bilxin,-,"4° 1' 18"" N","123° 59' 42"" E"
Atlantic Asphalt,asphalt tanker,Guangzhou,Guangzhou Wenchong Shipyard Company Limited,12587699,Live,Marshall Islands,4345,1'+ dwt,17764,Double Hull,V7PH4,14485,GWS514,160.00,155.00,23.50,23.50,8.50,4.71,Fuji Diesel Company Limited,Majuro,-,Thome Singapore Holdings Private Limited,Republic of Singapore,Thome Ship Management Private Limited,Republic of Singapore,Nave Shipping SA,Liberia,Asphaltos Trade S.A.,Panama,-,-,9798428,538007471,13.20,2017,-,-,-,-,-,4460,6060,6S40ME-B9,Assuranceforeningen Gard,Bureau Veritas,-,-,2022-07-20T00:00:00,2025-10-13T00:00:00,2022-07-01T00:00:00,2022-07-20T00:00:00,2027-09-21T00:00:00,2027-09-21T00:00:00,Thome Ship Management Private Limited,Republic of Singapore,Thome Ship Management Private Limited,Republic of Singapore,FOR ORDERS,-,A,17 Aug 2026 14:05:14 GMT,20 Aug 2026 17:00:00 GMT,Thome Ship Management Private Limited,Republic of Singapore,"20° 13' 6"" N","83° 28' 30"" W"
White Star,asphalt tanker,China,Chengxi Shipyard Company Limited,12589281,Live,Unknown,2261,1'+ dwt,7800,Double Hull,-,7538,CX5401,119.00,112.00,20.40,20.40,6.70,3.95,Yanmar Diesel Engine Company Limited,-,-,Unknown Owners,-,Unknown Owners,-,White Star 2026 Maritime Limited Liability Company,Marshall Islands,-,-,-,-,1133282,-,10.65,2017,-,-,-,-,-,3400,5773,6EY18LW,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,American Bureau,-,-,2020-05-15T00:00:00,-,-,-,2027-05-31T00:00:00,2027-05-31T00:00:00,-,-,Unknown Owners,-,FOR_ORDERS,-,A,20 Jul 2026 10:59:36 GMT,18 Jul 2026 11:00:00 GMT,Unknown Owners,-,"15° 49' 54"" N","87° 58' 52"" W"
White Horse,asphalt tanker,China,Chengxi Shipyard Company Limited,12589306,Live,Marshall Islands,2261,1'+ dwt,7869,Double Hull,V7CM3,7538,CX5402,119.00,112.00,20.42,20.40,6.70,4.37,Akasaka Diesels Limited,Majuro,-,Kumiai Senpaku Company Limited,Japan,Kumiai Senpaku Company Limited,Japan,Southern Pacific Holding Corporation,Panama,Clearlake Shipping Limited,Republic of Singapore,-,-,9799111,538007746,11.07,2018,-,-,-,-,Hudong Heavy Machinery Company Limited,3400,5773,6S35ME-B9,NorthStandard,American Bureau,-,-,-,-,-,-,2028-03-09T00:00:00,2028-03-09T00:00:00,Synergy Maritime Private Limited,India,Synergy Maritime Private Limited,India,FOR ORDERS,-,A,17 Aug 2026 13:33:33 GMT,18 Aug 2026 10:00:00 GMT,Kumiai Senpaku Company Limited,Japan,"17° 46' 47"" N","74° 1' 42"" W"
Seri Mayaa,asphalt tanker,Takamatsu,Koa Sangyo K.K.,12598246,Live,Malaysia,412,-1' dwt,699,Single,9MWT7,291,581,46.50,43.00,-,9.80,-,-,-,Port Klang,-,Dynamic Environ Sendirian Berhad,Malaysia,Dynamic Environ Sendirian Berhad,Malaysia,Dynamic Environ Sendirian Berhad,Malaysia,-,-,-,-,9105346,533130662,5.20,1994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bridge Maritime Solutions Sendirian Berhad,Malaysia,Bridge Maritime Solutions Sendirian Berhad,Malaysia,MAHARANI,-,A,06 Jun 2026 06:46:06 GMT,01 Sep 2026 00:50:00 GMT,Dynamic Environ Sendirian Berhad,Malaysia,"2° 3' 1"" N","102° 33' 9"" E"
Da Tai Shan,asphalt tanker,Guangzhou,Guangzhou Hangtong Shipbuilding & Shipping Company Limited,12600313,Live,"Hong Kong, S.A.R., China",2159,1'+ dwt,7843,Double Hull,VRRN5,7197,HT152205,109.90,104.00,20.00,20.00,7.25,3.85,Akasaka Diesels Limited,Hong Kong,-,Wideshine Enterprises Company Limited,People's Republic of China,Fangchenggang Southwest Maritime Limited,People's Republic of China,Ocean Summer Maritime Limited,"Hong Kong, S.A.R., China",-,-,-,-,9803120,477151700,11.10,2018,-,-,-,-,CSSC Marine Power Company Limited,3328,4522,6S35ME-B9.5,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Bureau Veritas,-,-,2023-05-09T00:00:00,2025-12-22T00:00:00,2025-11-01T00:00:00,2023-05-09T00:00:00,2028-02-08T00:00:00,2028-02-08T00:00:00,Tianjin Southwest Maritime Limited (TSM),People's Republic of China,Tianjin Southwest Maritime Limited (TSM),People's Republic of China,PEBGC SG SIN,Singapore East Anchorage,A,17 Aug 2026 14:05:51 GMT,18 Aug 2026 23:00:00 GMT,Fangchenggang Southwest Maritime Limited,People's Republic of China,"2° 6' 37"" S","108° 40' 13"" E"
Poestella,asphalt tanker,Wuhan,Qingshan Shipyard of China Changjiang National Shipping Group,12600958,Live,Singapore,2187,1'+ dwt,8021,Double Hull,9V5121,7293,QS74991,109.90,104.00,20.00,20.00,7.30,3.80,Mitsubishi Heavy Industries Limited,Singapore,-,Xin Yuan Enterprises Group Limited,People's Republic of China,Bilxin Shipping Group Private Limited,Republic of Singapore,Poestella Shipping Private Limited,Republic of Singapore,-,-,-,-,9803235,563008900,11.10,2017,-,-,-,-,Akasaka Diesels Limited,3200,4348,6UEC33LSE-C2,China Shipowners Mutual Assurance Association,BV (provisional), (provisional), (provisional),2022-03-24T00:00:00,2025-02-24T00:00:00,2024-03-01T00:00:00,2022-03-24T00:00:00,2027-01-09T00:00:00,2027-01-09T00:00:00,Bernhard Schulte Shipmanagement (Singapore) Private Limited,-,Bernhard Schulte Shipmanagement (Singapore) Private Limited,-,NL AMS > GB EAM,Eastham,A,17 Aug 2026 14:15:53 GMT,19 Aug 2026 07:00:00 GMT,Bilxin Shipping Group Private Limited,Republic of Singapore,"50° 15' 45"" N","1° 22' 41"" W"
Rostella,asphalt tanker,Wuhan,Qingshan Shipyard of China Changjiang National Shipping Group,12600976,Live,Singapore,2187,1'+ dwt,7996,Double Hull,9V5116,7293,QS74992,109.90,104.00,20.00,20.00,7.30,3.80,Mitsubishi Heavy Industries Limited,Singapore,-,Xin Yuan Enterprises Group Limited,People's Republic of China,Bilxin Shipping Group Private Limited,Republic of Singapore,Rostella Shipping Private Limited,Republic of Singapore,-,-,-,-,9803247,563017700,11.10,2017,-,-,-,-,Akasaka Diesels Limited,3200,4348,6UEC33LSE-C2,Assuranceforeningen Skuld,BV (provisional), (provisional), (provisional),2022-05-24T00:00:00,2025-02-20T00:00:00,2022-06-01T00:00:00,2022-05-23T00:00:00,2027-04-17T00:00:00,2027-04-17T00:00:00,-,-,Bilxin Shipping Group Private Limited,Republic of Singapore,AUADL >> HKLAM,Lamjane,A,17 Aug 2026 14:07:43 GMT,21 Aug 2026 04:00:00 GMT,Bilxin Shipping Group Private Limited,Republic of Singapore,"9° 10' 8"" N","120° 27' 8"" E"
Bitumen Hikari,asphalt tanker,Japan,Murakami Hide Shipbuilding Company Limited,12601350,Live,Singapore,1156,1'+ dwt,4478,Double Hull,9V8178,3853,629,99.71,95.70,17.80,17.80,5.52,2.18,B&W Diesel A/S,Singapore,-,-,-,-,-,-,-,-,-,-,-,9801419,563165300,7.70,2017,-,-,-,-,Hitachi Zosen Corporation,2600,3803,5L35MC,-,Nippon Kaiji Kyokai,-,-,2019-10-25T00:00:00,-,2017-01-12T00:00:00,-,2031-04-15T00:00:00,2031-04-15T00:00:00,-,-,-,-,DONGGUAN-CHINA,-,A,17 Aug 2026 14:16:02 GMT,16 Aug 2026 21:00:00 GMT,Hakushin Kisen,-,"22° 7' 19"" N","113° 46' 24"" E"
Aspire,asphalt tanker,Japan,Nakatani Shipbuilding Company Limited,12601369,Live,Malaysia,1082,1'+ dwt,3537,Double Hull,9M3646,3605,650,96.50,89.90,16.50,16.50,5.41,2.99,Akasaka Diesels Limited,Port Klang,-,-,-,-,-,-,-,-,-,-,-,9799666,533133151,8.40,2015,-,-,-,-,Akasaka Diesels Limited,1912,3649,A37,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Nippon Kaiji Kyokai,-,-,2020-04-23T00:00:00,-,2017-04-27T00:00:00,-,2027-04-26T00:00:00,2027-04-26T00:00:00,-,-,-,-,-,-,A,17 Aug 2026 14:16:43 GMT,-,Hong L.,-,"1° 16' 40"" N","103° 35' 29"" E"
Kowa Maru No.3,asphalt tanker,Hakata,Hakata Shipbuilding Company Limited,12601389,Live,Japan,-,1'+ dwt,1459,Double Hull,JD4102,749,822,70.95,67.00,11.20,11.20,4.30,0.30,The Hanshin Diesel Works Limited,Matsuyama,-,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,-,-,-,-,9798600,431008542,4.60,2016,-,-,-,-,The Hanshin Diesel Works Limited,1323,1800,LA30G,-,Nippon Kaiji Kyokai,-,-,2021-01-14T00:00:00,-,2021-01-14T00:00:00,-,2031-01-13T00:00:00,2031-01-13T00:00:00,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,>JP YKK SW41,-,A,17 Aug 2026 14:13:09 GMT,16 Aug 2026 16:20:00 GMT,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,"34° 59' 50"" N","136° 39' 39"" E"
Dew,water tanker,Nantong,Jiangsu Haitong Offshore Engineering Equipment Company Limited,12603011,Live,Singapore,135,-1' dwt,481,Single,9V3765,365,JSHT035,43.30,40.96,8.00,8.00,2.91,0.39,Unknown Engine Designer,Singapore,-,-,-,-,-,Golden Island Marine Services Private Limited,Republic of Singapore,-,-,-,-,9787728,565761000,3.30,2016,-,-,-,-,-,590,878,6EY17W,-,Korean Register,-,-,-,-,-,-,2031-04-11T00:00:00,2031-04-11T00:00:00,-,-,Golden Island Marine Services Private Limited,Republic of Singapore,ASPLU,-,A,17 Aug 2026 14:14:17 GMT,15 Aug 2026 14:00:00 GMT,Golden Island Marine Services Private Limited,Republic of Singapore,"1° 13' 22"" N","103° 43' 33"" E"
JS Jiangyin,asphalt tanker,Zhenjiang,Jiangsu Sanfeng Shipbuilding Industries Company Limited,12603673,Live,South Korea,2428,1'+ dwt,7507,Double Hull,DSMA9,5060,SF-005,118.00,110.00,17.60,17.60,6.81,2.19,Fuji Diesel Company Limited,Jeju,-,Jisung Global Company Limited,Republic of Korea,Jisung Global Company Limited,Republic of Korea,Jisung Energy Company Limited,Republic of Korea,-,-,-,-,9796028,440007000,9.00,2016,-,-,-,-,-,3360,4506,6H32/40P,Assuranceforeningen Gard,Korean Register,-,-,-,-,-,-,2031-01-08T00:00:00,2031-01-08T00:00:00,Jisung Shipping Company Limited,Republic of Korea,Jisung Shipping Company Limited,Republic of Korea,-,-,A,16 Aug 2026 02:06:33 GMT,-,Jisung Global Company Limited,Republic of Korea,"35° 4' 23"" N","128° 59' 39"" E"
