Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Yard No.7000BTC-BD02 Bach,asphalt tanker,Haiphong,Bach Dang Shipbuilding Industry Corporation,10013456,Cancelled Order,Italy,-,1'+ dwt,7000,Double Hull,-,4500,-,110.00,105.00,-,21.00,6.20,2.20,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,9565936,-,8.40,-,-,-,-,-,-,2320,3154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mediterranea di N.,-,-,-
Yard No.7000BTC-BD01 Bach,asphalt tanker,Haiphong,Bach Dang Shipbuilding Industry Corporation,10013457,Cancelled Order,Italy,-,1'+ dwt,7000,Double Hull,-,4500,7000BTC-BD01,110.00,105.00,-,21.00,6.20,2.20,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,9565924,-,8.40,-,-,-,-,-,-,2320,3154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mediterranea di N.,-,-,-
Yard No.ESS100205 Nanjing E.,asphalt tanker,Nanjing,Nanjing East Star Shipbuilding Company Limited,10997487,Cancelled Order,"Hong Kong, S.A.R., China",-,1'+ dwt,3500,Double Hull,-,2500,ESS100205,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,9553969,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stolt Nielsen,-,-,-
Yard No.ESS100206 Nanjing E.,asphalt tanker,Nanjing,Nanjing East Star Shipbuilding Company Limited,10997717,Cancelled Order,"Hong Kong, S.A.R., China",-,1'+ dwt,3500,Double Hull,-,2500,ESS100206,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,9553971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stolt Nielsen,-,-,-
Yard No.9468542 Xinshun,asphalt tanker,China,Xinshun Shipyard Group Company Limited,11005317,Cancelled Order,Unknown,-,1'+ dwt,5900,Double Hull,-,5500,-,-,-,-,-,-,-,Wartsila Corporation,-,-,-,-,-,-,-,-,-,-,-,-,9468542,-,-,-,-,-,-,-,-,-,-,9L26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stolt Nielsen,-,-,-
Yard No.263 Viana do Castelo,asphalt tanker,Viana do Castelo,Estaleiros Navais de Viana do Castelo S.A.,11005968,Cancelled Order,Panama,-,1'+ dwt,27000,Double Hull,-,18600,263,188.00,-,-,28.00,9.50,-,B&W Diesel A/S,-,-,-,-,-,-,-,-,-,-,-,-,9621950,-,-,-,-,-,-,-,-,-,-,6S50MC-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PDV,-,-,-
Iver Balance,asphalt tanker,Masan,Geo Marine Engineering & Shipbuilding Company,11006008,Cancelled Order,Unknown,-,1'+ dwt,6586,Double Hull,-,5836,103,109.90,102.00,-,18.20,6.70,3.30,The Hanshin Diesel Works Limited,-,-,-,-,-,-,-,-,-,-,-,-,9455753,-,10.00,-,-,-,-,-,-,-,-,LH46L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vroon,-,-,-
Yard No.264 Viana do Castelo,asphalt tanker,Viana do Castelo,Estaleiros Navais de Viana do Castelo S.A.,11006468,Cancelled Order,Panama,-,1'+ dwt,27000,Double Hull,-,18600,264,188.00,-,-,28.00,9.50,-,B&W Diesel A/S,-,-,-,-,-,-,-,-,-,-,-,-,9621962,-,-,-,-,-,-,-,-,9960,13357,6S50MC-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PDV,-,-,-
Iver Beauty,asphalt tanker,Masan,Geo Marine Engineering & Shipbuilding Company,11176709,Cancelled Order,Unknown,-,1'+ dwt,6586,Double Hull,-,5836,104,109.90,102.00,-,18.20,6.70,3.30,The Hanshin Diesel Works Limited,-,-,-,-,-,-,-,-,-,-,-,-,9455765,-,10.00,-,-,-,-,-,-,2942,3945,LH46L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vroon,-,-,-
Platts,asphalt tanker,La Spezia,Navali Affini C.L.E.M.N.A.- Societa Cooperativa Responsabilita Limitata Lavoratori Edili Meccanici,112661,Unconfirmed Existence,Unknown,818,1'+ dwt,3144,Double Hull,-,1820,12,89.55,85.50,11.54,11.51,4.86,0.63,Deutz AG,-,-,Epxon Oil Producing Company Limited,Nigeria,Epxon Oil Producing Company Limited,Nigeria,Epxon Oil Producing Company Limited,Nigeria,-,-,-,-,7126918,-,5.49,1971,-,-,-,-,Deutz AG,716,960,SBA8M528,-,-,-,-,-,-,1998-05-01T00:00:00,-,-,-,-,-,Epxon Oil Producing Company Limited,Nigeria,-,-,-,-,-,Epxon Oil Producing Company Limited,Nigeria,-,-
Kia,water tanker,Kerch,JSC Zaliv Shipyard,115255,Unconfirmed Existence,Comoros,542,1'+ dwt,1679,Single,D6BI7,1632,419,83.00,-,12.00,-,4.70,0.60,"Skodaexport, a.s.",Moroni,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,7029926,616072000,5.30,1967,-,-,-,-,CKD Praha DIZ a.s.,1491,2000,8DR43/61-V1,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Akademik Mamedaliyev,water tanker,Kerch,JSC Zaliv Shipyard,120500,Unconfirmed Existence,Azerbaijan,556,1'+ dwt,1660,Single,-,1772,410,83.00,-,12.00,-,4.60,0.70,"Skodaexport, a.s.",-,-,Azerbaijan Caspian Shipping Closed Joint Stock Company (ASCO),Republic of Azerbaijan,Specialized Sea Oil Fleet,Republic of Azerbaijan,Specialized Sea Oil Fleet,Republic of Azerbaijan,-,-,-,-,6824408,-,5.30,1966,-,-,-,-,CKD Praha DIZ a.s.,1491,2000,8DR43/61-V1,-,-,-,-,-,-,1994-10-01T00:00:00,-,-,-,-,-,Specialized Sea Oil Fleet,Republic of Azerbaijan,-,-,-,-,-,Specialized Sea Oil Fleet,Republic of Azerbaijan,-,-
Yard No.AH0002AL Wuchang,asphalt tanker,China,Wuchang Shipbuilding Industry Company Limited,12467327,Cancelled Order,China,-,1'+ dwt,13000,Double Hull,-,10500,AH0002AL,145.00,-,-,22.60,-,-,Unknown Engine Designer,-,-,-,-,-,-,-,-,-,-,-,-,9776030,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COSCO Southern,-,-,-
Yard No.GWS515 Guangzhou Wenchong,asphalt tanker,Guangzhou,Guangzhou Wenchong Shipyard Company Limited,12587677,Unconfirmed Existence,Singapore,-,1'+ dwt,17000,Double Hull,-,12000,GWS5515,-,-,-,-,-,-,Unknown Engine Designer,-,-,Guangzhou Wenchong Shipyard Company Limited,People's Republic of China,Guangzhou Wenchong Shipyard Company Limited,People's Republic of China,Guangzhou Wenchong Shipyard Company Limited,People's Republic of China,-,-,-,-,9798430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Guangzhou Wenchong Shipyard Company Limited,People's Republic of China,-,-,-,-,-,Guangzhou Wenchong Shipyard Company Limited,People's Republic of China,-,-
Iguela,asphalt tanker,Komatsushima,Tokushima Shipbuilding Company Limited,126516,Unconfirmed Existence,Unknown,1121,1'+ dwt,3716,Double Bottom,-,2244,361,86.00,80.00,14.50,14.50,5.61,0.74,Daihatsu Infinearth Manufactoring Company Limited,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,7323243,-,6.35,1973,-,-,-,-,Daihatsu Infinearth Manufactoring Company Limited,1193,1600,8DSM-26,-,-,-,-,-,-,1994-10-03T00:00:00,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Yard No.MW509-2 Fujian Mawei,asphalt tanker,Mawei,Fujian Mawei Shipbuilding Limited,12759596,On Order,"Hong Kong, S.A.R., China",-,1'+ dwt,7300,Double Hull,-,5999,MW509-2,109.90,104.00,19.60,19.60,6.20,3.60,Mitsubishi Heavy Industries Limited,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,9812066,-,9.80,-,-,-,-,-,Mitsubishi Heavy Industries Limited Shipbuilding,3365,4512,6UEC33LSEII,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Yard No.MW509-1 Fujian Mawei,asphalt tanker,Mawei,Fujian Mawei Shipbuilding Limited,12759638,On Order,"Hong Kong, S.A.R., China",-,1'+ dwt,7300,Double Hull,-,5999,MW509-1,109.90,104.00,19.60,19.60,6.20,3.60,Mitsubishi Heavy Industries Limited,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,9812054,-,9.80,-,-,-,-,-,Mitsubishi Heavy Industries Limited Shipbuilding,3365,4512,6UEC33LSEII,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Fujian Mawei,asphalt tanker,Mawei,Fujian Mawei Shipbuilding Limited,12787262,Reported Order,Unknown,-,1'+ dwt,6000,Double Hull,-,6500,-,107.00,-,-,19.00,6.00,-,Mitsubishi Heavy Industries Limited,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6UEC33LSE-C2,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Sinee,edible oil tanker,-,-,13156426,Unconfirmed Existence,Thailand,-,-1' dwt,458,Single,HSB3851,324,-,42.00,-,7.00,-,-,-,Unknown Engine Designer,-,-,AIS Unknown,-,AIS Unknown,-,AIS Unknown,-,-,-,-,-,8718603,567139250,-,1988,-,-,-,-,-,599,815,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,AIS Unknown,-,-,-,B,10 Aug 2023 01:28:44 GMT,-,AIS Unknown,-,"13° 34' 47"" N","100° 34' 54"" E"
Woojin No.3,molasses tanker,Hakata,Murakami Hide Shipbuilding Company Limited,132643,Unconfirmed Existence,South Korea,635,1'+ dwt,2205,Single,-,993,116,71.00,-,12.00,-,4.90,0.70,Akasaka Diesels Limited,-,-,Dong Shin Shipping Company Limited,Republic of Korea,Dong Shin Shipping Company Limited,Republic of Korea,Dong Shin Shipping Company Limited,Republic of Korea,-,-,-,-,7374474,-,5.60,1974,-,-,-,-,Akasaka Diesels Limited,1491,2000,AH36,-,-,-,-,-,-,-,-,-,-,-,-,Dong Shin Shipping Company Limited,Republic of Korea,-,-,-,-,-,Dong Shin Shipping Company Limited,Republic of Korea,-,-
Yard No. Chengxi,asphalt tanker,-,Chengxi Shipyard Company Limited,13450624,Reported Order,Unknown,-,1'+ dwt,37000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Kumiai Senpaku Company Limited,Japan,Kumiai Senpaku Company Limited,Japan,Kumiai Senpaku Company Limited,Japan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kumiai Senpaku Company Limited,Japan,-,-,-,-,-,Kumiai Senpaku Company Limited,Japan,-,-
Chengxi Shipyard Company Limited,asphalt tanker,-,Chengxi Shipyard Company Limited,13797995,Under construction,Unknown,-,1'+ dwt,37000,Single,-,-,-,-,-,30.60,-,-,-,Unknown Engine Designer,-,-,Vitol Holding BV,Netherlands,Vitol Holding BV,Netherlands,Vitol Holding BV,Netherlands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,Vitol Holding BV,Netherlands,-,-,-,-,-,Vitol Holding BV,Netherlands,-,-
Chengxi Shipyard Company Limited,asphalt tanker,-,Chengxi Shipyard Company Limited,13797996,Under construction,Unknown,-,1'+ dwt,37000,Single,-,-,-,-,-,30.60,-,-,-,Unknown Engine Designer,-,-,Vitol Holding BV,Netherlands,Vitol Holding BV,Netherlands,Vitol Holding BV,Netherlands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,Vitol Holding BV,Netherlands,-,-,-,-,-,Vitol Holding BV,Netherlands,-,-
Wuhu Shipyard Company Ltd 6,asphalt tanker,-,Wuhu Shipyard Company Limited,13833854,Reported Order,Unknown,-,Unknown size,-,Single,-,21500,-,168.70,-,28.20,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,Continental Bitumen Limited,Republic of Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wuhu Shipyard Company Ltd 7,asphalt tanker,-,Wuhu Shipyard Company Limited,13833855,Reported Order,Unknown,-,Unknown size,-,Single,-,21500,-,168.70,-,28.20,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,Continental Bitumen Limited,Republic of Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wuhu Shipyard Company Ltd 8,asphalt tanker,-,Wuhu Shipyard Company Limited,13833856,Reported Order,Unknown,-,Unknown size,-,Single,-,21500,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,Continental Bitumen Limited,Republic of Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wuhu Shipyard Company Ltd 9,asphalt tanker,-,Wuhu Shipyard Company Limited,13833857,Reported Order,Unknown,-,Unknown size,-,Single,-,21500,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,-,-,-,-,Continental Bitumen Limited,Republic of Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sebastian,water tanker,-,-,13860340,Unconfirmed Existence,Honduras,-,Unknown size,-,Single,HQLK6,581,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,8856481,334607000,-,1945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Chengxi Shipyard Co Ltd,asphalt tanker,China,Chengxi Shipyard Company Limited,14108198,Reported Order,Unknown,-,1'+ dwt,17000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Kumiai Senpaku Company Limited,Japan,Kumiai Senpaku Company Limited,Japan,Kumiai Senpaku Company Limited,Japan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kumiai Senpaku Company Limited,Japan,-,-,-,-,-,Kumiai Senpaku Company Limited,Japan,-,-
Zhejiang Xinle Shipbuilding Co Ltd,edible oil tanker,China,Zhejiang Xinle Shipbuilding Company Limited,14181076,Reported Order,Unknown,-,1'+ dwt,7500,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Mila Limited,Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-
Zhejiang Xinle Shipbuilding Co Ltd,edible oil tanker,China,Zhejiang Xinle Shipbuilding Company Limited,14181077,Reported Order,Unknown,-,1'+ dwt,7500,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Mila Limited,Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-
Zhejiang Xinle Shipbuilding Co Ltd,edible oil tanker,China,Zhejiang Xinle Shipbuilding Company Limited,14181078,Reported Order,Unknown,-,1'+ dwt,7500,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Mila Limited,Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-
Zhejiang Xinle Shipbuilding Co Ltd,edible oil tanker,China,Zhejiang Xinle Shipbuilding Company Limited,14181079,Reported Order,Unknown,-,1'+ dwt,7500,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Mila Limited,Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-
Zhejiang Xinle Shipbuilding Co Ltd,edible oil tanker,China,Zhejiang Xinle Shipbuilding Company Limited,14181080,Reported Order,Unknown,-,1'+ dwt,7500,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Mila Limited,Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-
Zhejiang Xinle Shipbuilding Co Ltd,edible oil tanker,China,Zhejiang Xinle Shipbuilding Company Limited,14181081,Reported Order,Unknown,-,1'+ dwt,7500,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,Mila Limited,Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-,-,-,-,Capramar Gemi Isletmeciligi Limited Sirket,Turkiye,-,-
China Merchants Jinling Shipyard (Yangzhou),asphalt tanker,Yangzhou,China Merchants Jinling Shipyard (Yangzhou) Dingheng Company Limited,14212331,Reported Order,Unknown,-,1'+ dwt,17000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Belgische Scheepvaartmaatschappij-Compagnie Maritime Belge (CMB NV),Belgium,CMB.Tech NV,Belgium,CMB.Tech NV,Belgium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CMB.Tech NV,Belgium,-,-,-,-,-,CMB.Tech NV,Belgium,-,-
China Merchants Jinling Shipyard (Yangzhou),asphalt tanker,Yangzhou,China Merchants Jinling Shipyard (Yangzhou) Dingheng Company Limited,14212332,Reported Order,Unknown,-,1'+ dwt,17000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Belgische Scheepvaartmaatschappij-Compagnie Maritime Belge (CMB NV),Belgium,CMB.Tech NV,Belgium,CMB.Tech NV,Belgium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CMB.Tech NV,Belgium,-,-,-,-,-,CMB.Tech NV,Belgium,-,-
China Merchants Jl Yangzhou Cmyz0161,asphalt tanker,Yangzhou,China Merchants Jinling Shipyard (Yangzhou) Dingheng Company Limited,14303984,Launched,Portugal,4445,1'+ dwt,17000,Single,-,14818,CMYZ0161,160.00,155.00,-,23.50,8.50,4.70,Unknown Engine Designer,-,-,Belgische Scheepvaartmaatschappij-Compagnie Maritime Belge (CMB NV),Belgium,CMB.Tech NV,Belgium,CMB Tech Netherlands BV,Netherlands,-,-,-,-,1054864,-,13.20,-,-,-,-,-,-,-,-,UNKNOWN,-,Bureau Veritas,-,-,-,-,-,-,-,-,Anglo-Eastern Shipmanagement (Singapore) Private Limited,Republic of Singapore,Anglo-Eastern Shipmanagement (Singapore) Private Limited,Republic of Singapore,-,-,-,-,-,CMB.Tech NV,Belgium,-,-
China Merchants Jl Yangzhou CmYZ0162,asphalt tanker,Yangzhou,Jinling Shipyard,14303992,Under construction,Unknown,4445,1'+ dwt,17100,Single,-,14424,CMYZ0162,160.00,155.00,-,23.50,8.50,4.70,Unknown Engine Designer,-,-,Belgische Scheepvaartmaatschappij-Compagnie Maritime Belge (CMB NV),Belgium,CMB.Tech NV,Belgium,CMB Tech Netherlands BV,Netherlands,-,-,-,-,1054876,-,13.20,-,-,-,-,-,-,-,-,UNKNOWN,-,Bureau Veritas,-,-,-,-,-,-,-,-,Anglo-Eastern Shipmanagement (Singapore) Private Limited,Republic of Singapore,Anglo-Eastern Shipmanagement (Singapore) Private Limited,Republic of Singapore,-,-,-,-,-,CMB.Tech NV,Belgium,-,-
Yard Jinling,asphalt tanker,China,Jinling Shipyard,14304134,Reported Order,Unknown,-,1'+ dwt,8088,Single,-,4000,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Fujian Mawei Shipbuilding Limited,asphalt tanker,-,Fujian Mawei Shipbuilding Limited,14312674,Reported Order,Unknown,-,1'+ dwt,9000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-
Fujian Mawei Shipbuilding Limited,asphalt tanker,-,Fujian Mawei Shipbuilding Limited,14312675,Reported Order,Unknown,-,1'+ dwt,9000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-
Fujian Mawei Shipbuilding Limited,asphalt tanker,-,Fujian Mawei Shipbuilding Limited,14312676,Reported Order,Unknown,-,1'+ dwt,9000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-
Fujian Mawei Shipbuilding Limited,asphalt tanker,-,Fujian Mawei Shipbuilding Limited,14312677,Reported Order,Unknown,-,1'+ dwt,9000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-,-,-,-,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,-,-
Fujian Mawei,asphalt tanker,China,Fujian Mawei Shipbuilding Limited,14536484,Reported Order,Unknown,-,1'+ dwt,9000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Development Company Limited,People's Republic of China,COSCO Shipping Development (Hainan) Company Limited,People's Republic of China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COSCO Shipping Development Company Limited,People's Republic of China,-,-,-,-,-,COSCO Shipping Development Company Limited,People's Republic of China,-,-
Fujian Mawei,asphalt tanker,China,Fujian Mawei Shipbuilding Limited,14536485,Reported Order,Unknown,-,1'+ dwt,9000,Single,-,-,-,-,-,-,-,-,-,Unknown Engine Designer,-,-,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Development Company Limited,People's Republic of China,COSCO Shipping Development (Hainan) Company Limited,People's Republic of China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COSCO Shipping Development Company Limited,People's Republic of China,-,-,-,-,-,COSCO Shipping Development Company Limited,People's Republic of China,-,-
