LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
Roll On Roll Off,277819,Silvia Ana L.,Live,Uruguay,2369,1996,-5'dwt,466,Single,CXQZ,7895,327,Empresa Nacional Bazan,San Fernando(ESP),125.00,110.00,18.70,14.70,11.20,2.52,8.68,Caterpillar Incorporated,Caterpillar Incorporated,Unknown Owners,—,Montevideo,—,Unknown Owners,—,Unknown Owners,—,Buquebus Broking Ltda,Argentina,Los Cipreses SA (Buquebus),Uruguay,—,—,—,—,Los Cipreses SA (Buquebus),Uruguay,—,—,—,—,9119385,770576231,5728,7681,3616TA
Roll On Roll Off,277820,Catadeal 2,Live,Uruguay,521,1997,-5'dwt,142,Single,CXWL,1737,354,Empresa Nacional Bazan,Ferrol,77.32,69.94,19.50,19.50,5.70,2.15,3.55,Stal-Laval Turbin AB,Stal-Laval Turbin AB,Los Cipreses SA (Buquebus),Uruguay,Montevideo,—,Los Cipreses SA (Buquebus),Uruguay,Los Cipreses SA (Buquebus),Uruguay,Los Cipreses SA (Buquebus),Uruguay,Los Cipreses SA (Buquebus),Uruguay,—,—,—,—,Los Cipreses SA (Buquebus),Uruguay,—,—,—,—,9154684,—,15731,21096,GT35
Roll On Roll Off,278094,Loch Striven,Live,U.K.,77,1986,-5'dwt,65,Single,MEXS9,206,952,Richard Dunston (Hessle) Limited,Hessle,35.72,30.21,10.39,10.00,2.62,1.55,1.07,Volvo Penta AB,Volvo Penta AB,Caledonian Maritime Assets Limited,United Kingdom,Glasgow,—,Government of Scotland,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,CalMac Ferries Limited,United Kingdom,—,—,—,—,—,—,—,—,8512293,232003376,274,367,TAMD121
roll on roll off with container capacity,278120,Mosa,Live,United Arab Emirates,1752,1996,-5'dwt,4577,Single,A6NH,5684,702,Wadan Yards Okean OSJC,Nikolayev,140.40,130.20,16.60,16.60,8.10,4.50,3.62,Bryansk Engineering Work,B&W Diesel A/S,Khalid Faraj Marine Shipping,United Arab Emirates,Abu Dhabi,215,Khalid Faraj Marine Shipping,United Arab Emirates,Khalid Faraj Marine Shipping,United Arab Emirates,Khalid Faraj Marine Shipping,United Arab Emirates,Khalid Faraj Marine Shipping,United Arab Emirates,—,—,—,—,—,—,—,—,—,—,9120396,470425000,1491,2000,6S26MC
Roll On Roll Off,278298,Tourist Ferry Boat Secondo,Live,Italy,454,1969,-5'dwt,100,Single,ITFQ,587,52,Geomar Hellenic Shipyard,Perama,82.71,73.04,12.47,10.20,2.65,0.00,2.65,Wartsila Sweden AB,Nohab Polar,Unknown Owners,—,Naples,—,Unknown Owners,—,Unknown Owners,—,GML Trasporti Marittimi Srl,Italy,Multiservice Group S.R.L.,Italy,—,—,—,—,Multiservice Group S.R.L.,Italy,—,—,—,—,8841383,247049100,1105,1502,F26A
Roll On Roll Off,278941,Aldapeta,Live,Spain,—,1997,-5'dwt,1200,Single,—,1500,415,Astilleros Zamakona S.A.,Bilbao,—,35.50,24.00,24.00,2.00,—,—,—,Unknown Engine Designer,Puerto des Pasajes,Spain,Pasajes,—,Puerto des Pasajes,Spain,Puerto des Pasajes,Spain,Puerto des Pasajes,Spain,Puerto des Pasajes,Spain,—,—,—,—,—,—,—,—,—,—,9156931,—,723,970,GT35
Roll On Roll Off,278959,Dongbang Challenger,Live,South Korea,2215,1997,5'-10'dwt,7373,Single,—,3812,SB-430,Dae Sun Shipbuilding & Engineering Company Limited,Busan,126.31,120.00,20.00,20.00,11.50,6.01,0.77,HD Hyundai Heavy Industries Company Limited,MAN Energy Solutions SE,Dong Bang Transport Logistics Company Limited,Republic of Korea,Masan,—,Dong Bang Transport Logistics Company Limited,Republic of Korea,Dong Bang Transport Logistics Company Limited,Republic of Korea,Dong Bang Transport Logistics Company Limited,Republic of Korea,Seatras Marine Company Limited,Republic of Korea,—,—,—,—,Seatras Marine Company Limited,Republic of Korea,—,—,—,—,9159957,440135170,2722,3650,6L32/40
Roll On Roll Off,278960,Dong Bang Glory,Live,South Korea,2215,1998,5'-10'dwt,7349,Single,—,3812,SB-431,Dae Sun Shipbuilding & Engineering Company Limited,Ulsan,126.31,120.00,20.00,20.00,11.50,6.01,0.77,HD Hyundai Heavy Industries Company Limited,MAN Energy Solutions SE,Dong Bang Transport Logistics Company Limited,Republic of Korea,Masan,—,Dong Bang Transport Logistics Company Limited,Republic of Korea,Dong Bang Transport Logistics Company Limited,Republic of Korea,Dong Bang Transport Logistics Company Limited,Republic of Korea,Seatras Marine Company Limited,Republic of Korea,—,—,—,—,Seatras Marine Company Limited,Republic of Korea,—,—,—,—,9159969,440145180,2722,3650,6L32/40
Roll On Roll Off,278962,Hanjin 3007,Live,South Korea,2215,1998,5'-10'dwt,7345,Single,—,3810,SB-432,Dae Sun Shipbuilding & Engineering Company Limited,Busan,126.31,120.00,20.00,20.00,11.50,6.01,0.77,STX Engine Company Limited,MAN Energy Solutions SE,Hanjin Logistics Corporation,Republic of Korea,Pohang,—,Hanjin Group,Republic of Korea,Hanjin Logistics Corporation,Republic of Korea,Hanjin Logistics Corporation,Republic of Korea,KMC Line Company Limited,Republic of Korea,—,—,—,—,KMC Line Company Limited,Republic of Korea,—,—,—,—,9159971,440403540,2722,3650,6L32/40
Roll On Roll Off,278963,Hanjin 3008,Live,South Korea,2215,1998,5'-10'dwt,7345,Single,D9QZ,7381,SB-433,Dae Sun Shipbuilding & Engineering Company Limited,Busan,126.31,120.00,20.00,20.00,11.50,6.01,0.77,STX Engine Company Limited,MAN Energy Solutions SE,Hanjin Logistics Corporation,Republic of Korea,Pohang,—,Hanjin Group,Republic of Korea,Hanjin Logistics Corporation,Republic of Korea,Hanjin Logistics Corporation,Republic of Korea,KMC Line Company Limited,Republic of Korea,—,—,—,—,KMC Line Company Limited,Republic of Korea,—,—,—,—,9159983,440038520,2722,3650,6L32/40
Roll On Roll Off,278976,Clansman,Live,U.K.,1649,1998,-5'dwt,777,Single,MXXG8,5499,174,Babcock Marine,Appledore,101.00,91.20,16.76,15.80,5.50,3.22,2.28,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Caledonian Maritime Assets Limited,United Kingdom,Glasgow,—,Government of Scotland,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,CalMac Ferries Limited,United Kingdom,—,—,—,—,—,—,—,—,9158953,232003288,3893,5221,8M32
Roll On Roll Off,278981,AJ Junior,Live,St. Kitts-Nevis,3789,1996,10'-15'dwt,12102,Single,V4MN6,8485,477,Higaki Shipbuilding Company Limited,Imabari,117.69,108.00,19.60,19.60,13.70,7.45,6.25,The Hanshin Diesel Works Limited,B&W Diesel A/S,Seven Seas Navigator Ship Management Corporation,Greece,Basseterre,—,Seven Seas Navigator Ship Management Corporation,Greece,Seven Seas Navigator Ship Management Corporation,Greece,Leen Shipping Limited,Marshall Islands,Blue Shark Shipping S.A.,Greece,—,—,—,—,Blue Shark Shipping S.A.,Greece,—,—,—,—,9159012,341969001,4192,5130,6S35MC
Roll On Roll Off,278989,Starlink,Dead,Comoros,3890,1997,-5'dwt,4849,Single,—,12968,S-533,Imabari Shipbuilding Company Limited,Imabari,153.62,142.80,21.40,21.40,13.13,6.74,6.39,Diesel United Limited,Semt Pielstick SA,PanStar,—,Moroni,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9159074,—,19417,23760,16PC4-2V-570
Roll On Roll Off,279013,Rokuryu Maru,Live,Japan,—,1997,-5'dwt,2780,Single,JL6524,5199,402,Nishi Shipbuilding Company Limited,Imabari,115.02,110.00,18.00,18.00,8.50,5.08,5.12,The Hanshin Diesel Works Limited,B&W Diesel A/S,Asuka Kisen Y.K.,Japan,Imabari,—,Asuka Kisen Y.K.,Japan,Asuka Kisen Y.K.,Japan,JFE Logistics Corporation & Asuka Kisen Y.K.,Japan,Asuka Kisen Company Limited,Japan,—,—,—,—,—,—,—,—,—,—,9159397,431500553,4471,6080,8L35MC
roll on roll off with container capacity,279164,Kwangyang Leader,Live,South Korea,2211,1997,5'-10'dwt,7375,Single,—,3813,SAS-391,ShinaSB Yard Company Limited,Tongyeong,125.88,120.00,20.00,20.00,11.50,6.01,5.49,MAN Energy Solutions SE,MAN Energy Solutions SE,KMC Line Company Limited,Republic of Korea,Gwangyang,248,Samra Midas (SM) Group,Republic of Korea,KMC Line Company Limited,Republic of Korea,KMC Line Company Limited,Republic of Korea,KMC Line Company Limited,Republic of Korea,—,—,—,—,KMC Line Company Limited,Republic of Korea,—,—,—,—,9155810,440310490,2685,3600,6L32/40
roll on roll off with container capacity,279165,Kwangyang Pioneer,Live,South Korea,2211,1997,5'-10'dwt,7375,Single,—,3813,SAS-392,ShinaSB Yard Company Limited,Tongyeong,125.91,118.68,20.00,20.00,6.75,6.01,0.77,STX Engine Company Limited,MAN Energy Solutions SE,KMC Line Company Limited,Republic of Korea,Gwangyang,248,Samra Midas (SM) Group,Republic of Korea,KMC Line Company Limited,Republic of Korea,KMC Line Company Limited,Republic of Korea,KMC Line Company Limited,Republic of Korea,—,—,—,—,KMC Line Company Limited,Republic of Korea,—,—,—,—,9155822,440310510,2685,3600,6L32/40
Roll On Roll Off,279211,Loch Ranza,Live,U.K.,77,1987,-5'dwt,65,Single,GJGJ,206,955,Richard Dunston (Hessle) Limited,Hessle,35.74,30.21,10.39,10.01,2.62,1.55,1.07,Volvo Penta AB,Volvo Penta AB,Caledonian Maritime Assets Limited,United Kingdom,Glasgow,—,Government of Scotland,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,CalMac Ferries Limited,United Kingdom,—,—,—,—,—,—,—,—,8519887,232003370,274,367,TAMD121
roll on roll off with container capacity,279356,Suecia Seaways,Live,Denmark (Int. Register),7383,1999,10'-15'dwt,11089,Single,OVPB2,24613,6021,Fincantieri-Cantieri Navali Italiani S.p.A. Ancona,Ancona,197.02,180.00,25.96,25.20,16.60,7.52,9.10,Fincantieri-Cantieri Navali Italiani S.p.A.,Sulzer Turbomachinery Services,DFDS A/S,Denmark,Copenhagen,940,DFDS A/S,Denmark,DFDS A/S,Denmark,DFDS A/S,Denmark,DFDS A/S,Denmark,—,—,—,—,DFDS A/S,Denmark,—,—,—,—,9153020,220284000,21600,14683,9ZA50S
roll on roll off with container capacity,279357,Selandia Seaways,Live,Denmark (Int. Register),7441,1998,10'-15'dwt,11089,Single,OWLH2,24803,6020,Fincantieri-Cantieri Navali Italiani S.p.A. Ancona,Ancona,197.02,180.00,25.96,25.90,18.55,7.50,11.05,Fincantieri-Cantieri Navali Italiani S.p.A.,Sulzer Turbomachinery Services,DFDS A/S,Denmark,Copenhagen,940,DFDS A/S,Denmark,DFDS A/S,Denmark,DFDS Seaways AB,Sweden,DFDS A/S,Denmark,—,—,—,—,DFDS A/S,Denmark,Unknown,Unknown,Unknown Scrubber Manufacturer,Retrofit,9157284,219458000,10949,14683,9ZA50S
roll on roll off with container capacity,279358,Britannia Seaways,Live,Denmark (Int. Register),7383,2000,10'-15'dwt,11089,Single,OZTS2,24613,6022,Fincantieri-Cantieri Navali Italiani S.p.A. Ancona,Ancona,197.82,180.00,25.90,25.20,16.60,7.50,9.10,Fincantieri-Cantieri Navali Italiani S.p.A.,Sulzer Turbomachinery Services,DFDS A/S,Denmark,Copenhagen,940,DFDS A/S,Denmark,DFDS A/S,Denmark,DFDS A/S,Denmark,DFDS A/S,Denmark,—,—,—,—,DFDS A/S,Denmark,Unknown,Unknown,Unknown Scrubber Manufacturer,Retrofit,9153032,219825000,10949,14683,9ZA50S
Roll On Roll Off,279388,Akomar,Dead,Belize,—,1997,5'-10'dwt,5737,Single,—,8015,618,Naikai Zosen Shipbuilding Corporation,Setoda,156.82,—,24.00,24.00,17.66,6.32,8.78,Hitachi Zosen Corporation,B&W Diesel A/S,Bangladesh Breakers,—,Belize City,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9154048,—,10922,14850,9L50MC
Roll On Roll Off,279499,Loch Sunart,Live,U.K.,129,1962,-5'dwt,211,Single,MVFY3,403,—,Arnhemsche Scheepsbouw Mij. N.V.,Arnhem,45.00,—,11.00,—,3.80,2.70,1.10,Caterpillar Incorporated,Caterpillar Incorporated,Western Ferries (Clyde) Limited,United Kingdom,—,—,Western Ferries (Clyde) Limited,United Kingdom,Western Ferries (Clyde) Limited,United Kingdom,Western Ferries (Clyde) Limited,United Kingdom,Western Ferries (Clyde) Limited,United Kingdom,—,—,—,—,—,—,—,—,—,—,8928882,235008146,363,487,3408
roll on roll off with container capacity,279508,Akranes,Live,Faroe Islands,3176,1998,5'-10'dwt,7382,Single,OZ2194,10585,185,Umoe Sterkoder Shipbuilding A/S,Kristiansund,138.50,128.00,23.10,22.65,14.75,7.07,7.68,Wartsila Finland oy,Wartsila Corporation,P/F Smyril Line,Faroe Islands,Torshavn,321,P/F Smyril Line,Faroe Islands,P/F Smyril Line,Faroe Islands,Sp/f Smyril Line Agency,Faroe Islands,P/F Smyril Line,Faroe Islands,United European Car Carriers Unipessoal Limitada,Madeira,—,—,P/F Smyril Line,Faroe Islands,—,—,—,—,9160774,231852000,14680,19686,16V46A
roll on roll off with container capacity,279519,Hannah Kristina,Live,Norway,1904,1999,5'-10'dwt,5850,Single,LEUK,5932,21,Turkiye Gemi Sanayii A.S. Shipbuilding,Pendik,101.26,94.05,18.70,18.70,10.15,6.93,3.22,MAN Energy Solutions SE,MAN Energy Solutions SE,Halliburton AS,Norway,Bergen,619,Halliburton Energy Services Incorporated,United States of America,Halliburton AS,Norway,Halliburton AS,Norway,Larvik Shipping AS,Norway,Larvik Shipping AS,Norway,—,—,Larvik Shipping AS,Norway,—,—,—,—,9159933,257130000,4500,5710,9L32/40
roll on roll off with container capacity,279609,Lady R,Live,Russia,3906,2004,5'-10'dwt,7450,Single,UBDT8,7260,244,Turkiye Gemi Sanayii A.S. Shipbuilding,Camalti,121.66,116.13,18.60,18.60,10.15,7.17,2.98,MAN Energy Solutions SE,B&W Diesel A/S,OOO MG-Flot (LLC),Russian Federation,Astrakhan,619,Mr Jamaldin Pashaev,Russian Federation,OOO MG-Flot (LLC),Russian Federation,OOO MG-Flot (LLC),Russian Federation,OOO MG-Flot (LLC),Russian Federation,—,—,—,—,OOO MG-Flot (LLC),Russian Federation,—,—,—,—,9161003,273212120,5760,5760,12V32/40
Roll On Roll Off,280207,Dolphin Star,Live,Panama,3394,1997,5'-10'dwt,9518,Single,3FFJ7,8649,1006,Honda Shipbuilding Company Limited,Saiki,118.10,108.00,19.60,19.60,14.30,7.90,6.40,The Hanshin Diesel Works Limited,B&W Diesel A/S,Yuhai Shipping Hong Kong Company Limited,"Hong Kong, S.A.R., China",Panama,—,Yuhai Shipping Hong Kong Company Limited,"Hong Kong, S.A.R., China",Yuhai Shipping Hong Kong Company Limited,"Hong Kong, S.A.R., China",Defang Shipping Company Limited,People's Republic of China,Rightway Shipping Services Company Limited,People's Republic of China,—,—,—,—,Rightway Shipping Services Company Limited,People's Republic of China,—,—,—,—,9162394,351457000,4192,5700,6S35MC
Roll On Roll Off,280421,Merna 2,Live,Panama,6232,1998,10'-15'dwt,14413,Single,3E8374,29303,183,Francesco Visentini & C. Cantieri Navale Shipbuilding,Donada,195.10,178.50,25.20,25.20,8.60,7.30,1.30,MAN Energy Solutions SE,MAN Energy Solutions SE,Merna Shipping SL,Spain,Panama,1012,Merna Shipping SL,Spain,Merna Shipping SL,Spain,Merna Shipping SL,Spain,Merna Navigation & International Trans,Tunisia,TMK-TRANS Sea Shipping Company,United Arab Emirates,—,—,Merna Navigation & International Trans,Tunisia,—,—,—,—,9165310,352005226,12510,17009,9L58/64
Roll On Roll Off,280965,Kennicott,Live,U.S.A.,3790,1998,-5'dwt,1695,Single,WCY2920,12635,86,VT Halter Marine,Moss Point,115.82,104.95,—,25.91,7.77,5.34,2.43,Wartsila Finland oy,MAN Diesel AS,State of Alaska (Department of Transportation & Public Facilities) (Alaska Marine Highways System),United States of America,Valdez,—,State of Alaska (Department of Transportation & Public Facilities) (Alaska Marine Highways System),United States of America,State of Alaska (Department of Transportation & Public Facilities) (Alaska Marine Highways System),United States of America,State of Alaska (Department of Transportation & Public Facilities) (Alaska Marine Highways System),United States of America,State of Alaska (Department of Transportation & Public Facilities) (Alaska Marine Highways System),United States of America,—,—,—,—,State of Alaska (Department of Transportation & Public Facilities) (Alaska Marine Highways System),United States of America,—,—,—,—,9145205,368250000,4920,6690,12V32E
Roll On Roll Off,281089,Fjolvaer,Live,Norway,75,1954,Unknown size,—,Single,LHTA,229,147,Glommens Mek. Verksted,Fredrikstad,38.00,—,8.90,8.87,2.99,2.90,0.09,—,Unknown Engine Designer,Magnar Kvalsund,Norway,Kristiansund,—,Magnar Kvalsund,Norway,Magnar Kvalsund,Norway,Magnar Kvalsund,Norway,Magnar Kvalsund,Norway,—,—,—,—,—,—,—,—,—,—,8850554,—,263,353,4ACA
Roll On Roll Off,281091,Dolphin II,Dead,Turkiye,—,—,Unknown size,—,Single,—,848,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,3512042,—,—,—,UNKNOWN
Roll On Roll Off,281092,Dolphin I,Dead,Turkiye,—,—,Unknown size,—,Single,—,906,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,3512030,—,—,—,UNKNOWN
Roll On Roll Off,281360,Sinan Pasa,Live,Turkiye,188,1996,-5'dwt,48,Single,TCBZ9,516,56,Austal Ships Proprietary Limited,Fremantle,38.00,35.00,10.50,10.50,3.80,1.33,2.48,MTU Friedrichshafen GmbH,MTU Friedrichshafen GmbH,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul,—,Government of the Republic of Turkiye (Turkey),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Deniz Otobusleri Sanayi ve Ticaret AS (IDO),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,—,—,—,—,—,—,—,—,—,—,9150262,271002308,2007,2692,16V396TE74L
roll on roll off with container capacity,281465,Unipower,Live,Panama,2717,1997,5'-10'dwt,8704,Single,3FAL8,8081,7100,Shin Kochi Heavy Industries Shipbuilding,Kochi(JPN),114.62,105.40,19.60,19.60,13.60,7.31,6.29,Makita Corporation,B&W Diesel A/S,Sinounion Ship Management Limited,Panama,Panama,48,Sinounion Ship Management Limited,Panama,Sinounion Ship Management Limited,Panama,Unipower Marine Limited,Panama,Sinounion Ship Management Limited,Panama,—,—,—,—,Sinounion Ship Management Limited,Panama,—,—,—,—,9167502,351877000,3883,5280,6L35MC
Roll On Roll Off,281652,Haranes,Live,Norway,53,1969,Unknown size,—,Single,LGSN,174,39,AS Storviks Mek. Verksted,Kristiansund,28.15,—,—,8.54,3.60,—,—,Caterpillar Incorporated,Caterpillar Incorporated,Torghatten ASA,Norway,Namsos,—,Torghatten ASA,Norway,Torghatten ASA,Norway,Torghatten Midt AS,Norway,Torghatten ASA,Norway,—,—,—,—,Torghatten Midt AS,Norway,—,—,—,—,7017600,257308600,298,400,3408
Roll On Roll Off,281653,Nidaros II,Live,Norway,217,1956,Unknown size,—,Single,LEAF,465,154,Glommens Mek. Verksted,Fredrikstad,44.15,—,—,10.04,3.68,—,—,Caterpillar Incorporated,Caterpillar Incorporated,Fosen-Lijnen AS,Norway,Molde,—,Fosen-Lijnen AS,Norway,Fosen-Lijnen AS,Norway,Fosen-Lijnen AS,Norway,Fosen-Lijnen AS,Norway,—,—,—,—,Fosen-Lijnen AS,Norway,—,—,—,—,5132626,257277400,761,1020,3512
Roll On Roll Off,281658,Lofotferje I,Live,Norway,177,1970,-5'dwt,122,Single,LNOO,455,36,Tromso Skipsverft AS,Tromso,37.12,—,9.10,9.10,4.10,3.20,0.90,Bergen Group BMV,Normo,Boreal Sjo AS,Norway,—,—,Boreal Holding AS,Norway,Boreal Sjo AS,Norway,Boreal Sjo AS,Norway,Boreal Sjo AS,Norway,—,—,—,—,Boreal Sjo AS,Norway,—,—,—,—,7034189,257310400,582,780,LSMC-6
Roll On Roll Off,281663,Nidaros,Live,Norway,101,1969,Unknown size,545,Single,LFFL,330,214/28,Skaalurens Skibsbyggeri A/S,Rosendal,36.00,—,—,9.50,4.20,4.20,0.00,MTU Friedrichshafen GmbH,MTU Friedrichshafen GmbH,Fosen-Lijnen AS,Norway,Namsos,—,Fosen-Lijnen AS,Norway,Fosen-Lijnen AS,Norway,Fosen-Lijnen AS,Norway,Fosen-Lijnen AS,Norway,—,—,—,—,Fosen-Lijnen AS,Norway,—,—,—,—,6912530,257340400,2069,2775,16V396TB84
Roll On Roll Off,281714,Lita Ranger,Live,Singapore,141,1997,-5'dwt,496,Single,9V5421,472,123/96,ASL Shipyard Private Limited,Singapore,55.00,55.00,14.00,14.00,2.50,1.94,0.56,Caterpillar Incorporated,Caterpillar Incorporated,Lita Ocean Private Limited,Republic of Singapore,Singapore,—,Lita Ocean Private Limited,Republic of Singapore,Lita Ocean Private Limited,Republic of Singapore,Lita Ocean Private Limited,Republic of Singapore,Lita Ocean Private Limited,Republic of Singapore,—,—,—,—,—,—,—,—,—,—,9169093,564269000,300,402,3408
Roll On Roll Off,281768,Loch Tarbert,Live,U.K.,72,1992,-5'dwt,72,Single,MPJT9,211,1046,James N. Miller & Sons Limited,St. Monans,34.50,29.54,10.32,10.00,2.70,1.64,1.06,Volvo Penta AB,Volvo Penta AB,Caledonian Maritime Assets Limited,United Kingdom,Glasgow,—,Government of Scotland,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,Caledonian Maritime Assets Limited,United Kingdom,CalMac Ferries Limited,United Kingdom,—,—,—,—,—,—,—,—,9039389,232003372,491,658,TAMD122A
Roll On Roll Off,281887,El Kantara,Live,Egypt,—,1996,-5'dwt,100,Single,—,150,196,Suez Shipbuilding,Port Said West,44.00,—,15.00,15.00,2.50,1.50,1.00,—,Mercedes-Benz,Suez Canal Authority,Arab Republic of Egypt,—,—,Government of The Arab Republic of Egypt,Arab Republic of Egypt,Suez Canal Authority,Arab Republic of Egypt,Suez Canal Authority,Arab Republic of Egypt,Suez Canal Authority,Arab Republic of Egypt,—,—,—,—,—,—,—,—,—,—,9112181,—,224,300,OM404A
Roll On Roll Off,281891,Orient,Live,South Korea,—,1997,-5'dwt,189,Single,—,2048,117320,Hitachi Shipbuilding Corporation (Kawasaki),Kawasaki,62.00,56.60,18.40,15.40,10.80,2.49,8.31,Niigata Shipbuilding & Repair Incorporated,Niigata Shipbuilding & Repair Incorporated,Nara Shipping Company Limited,Republic of Korea,Pohang,—,Nara Shipping Company Limited,Republic of Korea,Nara Shipping Company Limited,Republic of Korea,Nara Shipping Company Limited,Republic of Korea,Dokdo Shipping,Republic of Korea,—,—,—,—,Nara Shipping Company Limited,Republic of Korea,—,—,—,—,9154517,440413950,1846,2475,16V16FX
Roll On Roll Off,282385,Graceful Stars,Live,Philippines,580,1984,-5'dwt,528,Single,DUH3351,1935,1727,Shin Kurushima Dockyard Company Limited,Tokyo,74.80,68.00,13.61,13.60,7.65,3.52,0.10,The Hanshin Diesel Works Limited,The Hanshin Diesel Works Limited,Toyama Kaigai Boeki Shipping Company Limited,Japan,—,—,Toyama Kaigai Boeki Company Limited,Japan,Toyama Kaigai Boeki Shipping Company Limited,Japan,Toyama Kaigai Boeki Shipping Company Limited,Japan,Storm Marine Company Limited,Russian Federation,—,—,—,—,Toyama Kaigai Boeki Shipping Company Limited,Japan,—,—,—,—,8414312,548000014,1044,1400,6LUN28AG
Roll On Roll Off,282664,Porfyrousa,Live,Greece,476,1997,-5'dwt,1650,Single,SY9030,1239,41,Gemyat A.S.,Tuzla,75.46,—,14.00,14.00,5.55,3.80,1.75,"MAN B&W Diesel AS, Alpha Diesel",Alpha Diesels A/S,Porfyrousa Maritime Company,Greece,Piraeus,—,Porfyrousa Maritime Company,Greece,Porfyrousa Maritime Company,Greece,Porfyrousa Maritime Company,Greece,Porfyrousa Maritime Company,Greece,—,—,—,—,Porfyrousa Maritime Company,Greece,—,—,—,—,9145401,239292900,960,1287,6L23/30
Roll On Roll Off,282701,Josefa Camejo,Live,Venezuela,445,1999,-5'dwt,570,Single,YYIS,1481,156,Marinteknik Shipbuilders (S) Private Limited,Singapore,55.00,47.00,15.00,15.00,4.50,2.00,2.50,MTU Friedrichshafen GmbH,MTU Friedrichshafen GmbH,Marinteknik Shipbuilders (S) Private Limited,Republic of Singapore,Guanta,—,Marinteknik Shipbuilders (S) Private Limited,Republic of Singapore,Marinteknik Shipbuilders (S) Private Limited,Republic of Singapore,Marinteknik One Limited Incorporated,Republic of Singapore,Marinteknik Shipbuilders (S) Private Limited,Republic of Singapore,—,—,—,—,—,—,—,—,—,—,9171230,775501000,2028,2719,16V396TE74L
Roll On Roll Off,282926,Yongjoo No.3,Live,South Korea,—,1990,-5'dwt,365,Single,—,383,—,Sohae Shipbuilding Company Limited,Incheon,60.40,50.00,14.00,14.00,3.50,2.16,1.36,SAAB-Scania A/B,SAAB-Scania A/B,Ryu Bok-Soo,Republic of Korea,Incheon,—,Ryu Bok-Soo,Republic of Korea,Ryu Bok-Soo,Republic of Korea,Ryu Bok-Soo,Republic of Korea,Ryu Bok-Soo,Republic of Korea,—,—,—,—,—,—,—,—,—,—,8871417,—,165,221,DSI14
Roll On Roll Off,282927,Yongjoo No.5,Live,South Korea,—,1993,-5'dwt,328,Single,—,978,-,Sohae Shipbuilding Company Limited,Incheon,79.75,65.00,18.00,18.00,3.75,2.01,1.76,Caterpillar Incorporated,Caterpillar Incorporated,Ryu Bok-Soo,Republic of Korea,Incheon,—,Ryu Bok-Soo,Republic of Korea,Ryu Bok-Soo,Republic of Korea,Ryu Bok-Soo,Republic of Korea,Ryu Bok-Soo,Republic of Korea,—,—,—,—,—,—,—,—,—,—,9102394,—,507,680,3412
Roll On Roll Off,282928,Abou Eleyoun,Live,Egypt,—,1995,-5'dwt,73,Single,—,120,N/4,General Nile Company for Nile Transport Company,Cairo,18.00,—,13.00,13.00,2.80,1.40,1.40,—,Perkins Engines Company Limited,Government of The Arab Republic of Egypt,Arab Republic of Egypt,—,—,Government of The Arab Republic of Egypt,Arab Republic of Egypt,Government of The Arab Republic of Egypt,Arab Republic of Egypt,Government of The Arab Republic of Egypt,Arab Republic of Egypt,Government of The Arab Republic of Egypt,Arab Republic of Egypt,—,—,—,—,—,—,—,—,—,—,9118680,—,94,126,SABRE/M130C
